First Name,Last Name,Job Title,Company,Email,Phone,LinkedIn,Address,City,Postal Code,Department,Region,Website,Type,Groupe,SIREN,Primes 2024 (EUR),Resultat net (EUR),Produits structures,Notes
,,,MUTUELLE GENERALE DE PREVOYANCE ET D ASSISTANCE,,,,2 BIS AVENUE DES ARAWAKS IMMEUBLE EOLE VI,FORT DE FRANCE (MARTINIQUE),97200,Martinique,Martinique,,mutuelle,,384513073,,,unknown,Sources: acpr_xlsx_2026.
,,,CARCEPT PREVOYANCE,,,,4  RUE GEORGES PICQUART,PARIS,75017,Paris,Ile-de-France,,institution_prevoyance,,348855388,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSU-VIE,,,,8-10 RUE D ASTORG,PARIS,75008,Paris,Ile-de-France,,assurance_vie,,999990666,,,unknown,Sources: acpr_xlsx_2026.
,,,MMH,,,,22 RUE RENE COCHE,VANVES CEDEX,92175,Hauts-de-Seine,Ile-de-France,,mutuelle,,784608754,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES PERSONNELS MARITIMES,,,,32 RUE MAZENOD,MARSEILLE,13002,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,430181123,,,unknown,Sources: acpr_xlsx_2026.
,,,MADP ASSURANCES,,,,44 AVENUE GEORGE V,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,784394371,,,unknown,Sources: acpr_xlsx_2026.
,,,COMPAGNIE FRANCAISE D ASSURANCE POUR LE COMMERCE EXTERIEUR (COFACE),,,,1 PLACE COSTES ET BELLONTE,BOIS-COLOMBES,92270,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,552069791,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE ASSURANCE DES TRAVAILLEURS MUTUALISTES,,,,66 RUE DE SOTTEVILLE,ROUEN,76100,Seine-Maritime,Normandie,,assurance_non_vie,,775701477,,,unknown,Sources: acpr_xlsx_2026.
,,,AXA ASSISTANCE FRANCE ASSURANCES,,,,8-10 rue Paul Vaillant Couturier,MALAKOFF,92240,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,451392724,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE ASSURANCE DE L EDUCATION,,,,62 RUE LOUIS BOUILHET,ROUEN CEDEX,76044,Seine-Maritime,Normandie,,assurance_non_vie,,781109145,,,unknown,Sources: acpr_xlsx_2026.
,,,IPECA-PREVOYANCE,,,,5 RUE PAUL BARRUEL,PARIS CEDEX 15,75740,Paris,Ile-de-France,,institution_prevoyance,,384496493,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE MEDICO-CHIRURGICALE,,,,6 RUE PAUL MOREL,VESOUL,70000,Haute-Saone,Bourgogne-Franche-Comte,,mutuelle,,778542852,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE OCIANE,,,,35 RUE CLAUDE BONNIER,BORDEAUX,33000,Gironde,Nouvelle-Aquitaine,,mutuelle,,434243085,,,unknown,Sources: acpr_xlsx_2026.
,,,OCIRP VIE,,,,17 RUE DE MARIGNAN  CS 50003,PARIS,75008,Paris,Ile-de-France,,assurance_mixte,,339688608,,,unknown,Sources: acpr_xlsx_2026.
,,,KLESIA SA,,,,4 RUE GEORGES PICQUART,PARIS,75017,Paris,Ile-de-France,,reassurance,Klesia,340483684,,,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE D ENTRAIDE DE LA MUTUALITE FRANCAISE,,,,255 RUE DE VAUGIRARD,PARIS CEDEX 15,75719,Paris,Ile-de-France,,mutuelle,,438804312,,,unknown,Sources: acpr_xlsx_2026.
,,,MMA VIE,,,,160 RUE HENRI CHAMPION,LE MANS CEDEX 9,72030,Sarthe,Pays de la Loire,,assurance_vie,,440042174,,,yes,Sources: acpr_xlsx_2026. MMA Vie (Covea) - similaire MAAF.
,,,Mutuelle 341,,,,2 RUE  DE LA LIBERTE,GUEUGNON,71130,Saone-et-Loire,Bourgogne-Franche-Comte,,mutuelle,,778588111,,,unknown,Sources: acpr_xlsx_2026.
,,,IMHOTEP ASSURANCES,,,,12 A 14 ROND POINT DES CHAMPS ELYSEES,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,830883815,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES PERES ET MERES DE FAMILLE DU MORNE PITAULT LAMENTIN,,,,CHEMIN LA MICHELE  MORNE PITAULT,LE LAMENTIN (MARTINIQUE),97232,Martinique,Martinique,,mutuelle,,394117824,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE PROVENCE ENTREPRISES,,,,2504 ROUTE DE SORGUES,LE PONTET,84130,Vaucluse,Provence-Alpes-Cote d'Azur,,mutuelle,,348099789,,,unknown,Sources: acpr_xlsx_2026.
,,,ALTIMA ASSURANCES,,,,275 RUE DU STADE,CHAURAY,79180,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,,431942838,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU LOGEMENT MUTLOG,,,,75 QUAI DE LA SEINE,PARIS,75019,Paris,Ile-de-France,,mutuelle,,325942969,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE DE PREVOYANCE DU BATIMENT ET DES TRAVAUX PUBLICS DES ANTILLES ET DE LA GUYANE FRANCAISES,,,,RUE AMEDEE ABARRE-ROUTE PROVIDENCE  BP 603,ABYMES (GUADELOUPE) CEDEX,97176,Guadeloupe,Guadeloupe,,institution_prevoyance,,442754073,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE GENERALE SOLIDARITE DE LA REUNION,,,,14 BOULEVARD DORET  BP 340,SAINT DENIS CEDEX (REUNION),97467,La Reunion,La Reunion,,mutuelle,,388213423,,,unknown,Sources: acpr_xlsx_2026.
,,,CAPMA & CAPMI,,,,36 A 38  RUE DE SAINT PETERSBOURG,PARIS,75008,Paris,Ile-de-France,,assurance_vie,,775670482,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTEX,,,,140 AVENUE  DE LA REPUBLIQUE,CHATILLON,92320,Hauts-de-Seine,Ile-de-France,,assurance_mixte,,529219040,,,unknown,Sources: acpr_xlsx_2026.
,,,COVEA COOPERATIONS,,,,160 RUE HENRI CHAMPION,LE MANS,72100,Sarthe,Pays de la Loire,,reassurance,Covea,439881137,,,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE DE FRANCE UNIE,,,,39 RUE  DU JOURDIL - CRAN GEVRIER  BP 9029,ANNECY CEDEX 9,74991,Haute-Savoie,Auvergne-Rhone-Alpes,,mutuelle,,776531642,,,unknown,Sources: acpr_xlsx_2026.
,,,LA MUTUELLE CATALANE,,,,20 AVENUE  DE GRANDE BRETAGNE,PERPIGNAN,66029,Pyrenees-Orientales,Occitanie,,mutuelle,,302476536,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE CENTRALE DE REASSURANCE,,,,36 A 38  RUE DE SAINT PETERSBOURG,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,775364383,,,unknown,Sources: acpr_xlsx_2026.
,,,MATMUT PROTECTION JURIDIQUE,,,,66 RUE DE SOTTEVILLE,ROUEN CEDEX 1,76030,Seine-Maritime,Normandie,,assurance_non_vie,Matmut,423499391,400000,,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE D ASSURANCE DE L ARTISANAT DES TRANSPORTS,,,,34 RUE KLEBER,LEVALLOIS PERRET,92300,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,333672293,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES CLERCS ET EMPLOYES NOTAIRES,,,,22 RUE DE L ARCADE,PARIS CEDEX 8,75397,Paris,Ile-de-France,,mutuelle,,784338618,,,unknown,Sources: acpr_xlsx_2026.
,,,APICIL PREVOYANCE,,,,51 boulevard Marius Vivier-Merle,LYON,69003,Rhone,Auvergne-Rhone-Alpes,,institution_prevoyance,Apicil,321862500,,,yes,Sources: acpr_xlsx_2026. Apicil Prevoyance - allocation limitee.
,,,REUNION DES MUTUELLES D ASSURANCES  REGIONALES,,,,2 RUE JEAN JAURES,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,775626377,,,unknown,Sources: acpr_xlsx_2026.
,,,BANQUE POPULAIRE MUTUALITE,,,,10 QUAI DES QUEYRIES,BORDEAUX,33100,Gironde,Nouvelle-Aquitaine,,mutuelle,,429873706,,,unknown,Sources: acpr_xlsx_2026.
,,,CARMA VIE,,,,ZAE Saint Guénault 1 Rue Jean Mermoz,EVRY-COURCOURONNES,91000,Essonne,Ile-de-France,,assurance_vie,,428798136,,,unknown,Sources: acpr_xlsx_2026.
,,,MATMUT MUTUALITE,,,,66 RUE DE SOTTEVILLE,ROUEN,76100,Seine-Maritime,Normandie,,mutuelle,Matmut,775701485,43600,,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,SANTE MUT ROANNE,,,,14 RUE ROGER SALENGRO,ROANNE,42300,Loire,Auvergne-Rhone-Alpes,,mutuelle,,776346462,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTAME & PLUS,,,,4 RUE EMILE ENAULT  CS 72208,SAINT LO CEDEX,50008,Manche,Normandie,,mutuelle,,780915898,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUAIDE ASSISTANCE,,,,126 RUE DE LA PIAZZA,NOISY-LE-GRAND,93160,Seine-Saint-Denis,Ile-de-France,,assurance_non_vie,,383974086,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE ENTRAIN,,,,5 BOULEVARD CAMILLE FLAMMARION LE MASSILIA,MARSEILLE,13001,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,775558778,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU CHU DE CLERMONT-FERRAND ET HOPITAUX DU PUY DE DOME,,,,2 RUE  TOUSSAINT LOUVERTURE,CLERMONT FERRAND,63100,Puy-de-Dome,Auvergne-Rhone-Alpes,,mutuelle,,347391948,,,unknown,Sources: acpr_xlsx_2026.
,,,L AUXILIAIRE VIE,,,,20 RUE GARIBALDI,LYON,69006,Rhone,Auvergne-Rhone-Alpes,,assurance_vie,,324774298,,,unknown,Sources: acpr_xlsx_2026.
,,,UNEO,,,,48 A 56 RUE BARBES,MONTROUGE,92120,Hauts-de-Seine,Ile-de-France,,mutuelle,,503380081,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES ARCHITECTES FRANCAIS ASSURANCES,,,,189 BOULEVARD MALESHERBES,PARIS CEDEX 17,75856,Paris,Ile-de-France,,assurance_non_vie,,784647349,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES CHEMINOTS DE LA REGION DE NANTES,,,,4 PLACE DES JACOBINS,NANTES,44000,Loire-Atlantique,Pays de la Loire,,mutuelle,,314765546,,,unknown,Sources: acpr_xlsx_2026.
,,,"MUTUELLE DE FRANCE DES HOSPITALIERS, DES PERSONNELS ET PROFESSIONNELS DE SANTE, DE L ACTION SOCIALE, DES TERRITORIAUX, PUBLICS ET PRIVES",,,,310 AVENUE EUGENE AVINEE PARC EURASANTE OUEST,LOOS LEZ LILLE,59120,Nord,Hauts-de-France,,mutuelle,,301862769,,,unknown,Sources: acpr_xlsx_2026.
,,,FILASSISTANCE INTERNATIONAL,,,,108  BUREAUX DE LA COLLINE,SAINT CLOUD CEDEX,92213,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,433012689,,,unknown,Sources: acpr_xlsx_2026.
,,,AWP HEALTH & LIFE,,,,7 RUE DORA MAAR,SAINT OUEN,93400,Seine-Saint-Denis,Ile-de-France,,assurance_mixte,,401154679,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPEMENT FRANCAIS DE CAUTION,,,,7 CHEMIN DE LA DHUY,MEYLAN,38240,Isere,Auvergne-Rhone-Alpes,,assurance_non_vie,,333384832,,,unknown,Sources: acpr_xlsx_2026.
,,,RELYENS MUTUAL INSURANCE,,,,18 RUE EDOUARD ROCHET,LYON CEDEX 08,69372,Rhone,Auvergne-Rhone-Alpes,,assurance_non_vie,,779860881,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE INTER ENTREPRISES D ORGANISMES SOCIAUX DE BRETAGNE,,,,67 RUE ANITA CONTI    PA LAROISEAU II,VANNES,56000,Morbihan,Bretagne,,mutuelle,,407879709,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES RETRAITES AGF ET ALLIANZ,,,,13/27 ESPLANADE CHARLES DE GAULLE  QUARTIER MICHELET,PUTEAUX LA DEFENSE,92800,Hauts-de-Seine,Ile-de-France,,mutuelle,Allianz,442882411,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE VICTOR HUGO,,,,9 AVENUE VICTOR HUGO,EPINAL,88000,Vosges,Grand Est,,mutuelle,,315191015,,,unknown,Sources: acpr_xlsx_2026.
,,,GARANCE,,,,51 RUE DE CHATEAUDUN,PARIS,75009,Paris,Ile-de-France,,mutuelle,,391399227,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D ASSURANCE DES ARMEES,,,,27 RUE DE MADRID,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,784338451,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D ASSURANCES DE LA VILLE DE MULHOUSE,,,,3 PASSAGE DE L HÔTEL DE VILLE,MULHOUSE,68100,Haut-Rhin,Grand Est,,assurance_non_vie,,778945295,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE DE SECOURS STAUBLI FAVERGES,,,,PLACE  ROBERT STAUBLI,FAVERGES,74210,Haute-Savoie,Auvergne-Rhone-Alpes,,mutuelle,,432793024,,,unknown,Sources: acpr_xlsx_2026.
,,,PREVOYANCE MUTUALISTE D ILE DE FRANCE,,,,26 RUE DU GENERAL LECLERC,GROSLAY,95410,Val-d'Oise,Ile-de-France,,mutuelle,,785873852,,,unknown,Sources: acpr_xlsx_2026.
,,,GALIAN-SMABTP,,,,89 RUE LA BOETIE,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,423703032,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE INTERPROFESSIONELLE SMI,,,,90-110 ESPLANADE DU GENERAL DE GAULLE COEUR DEFENSE - TOUR A,PARIS LA DEFENSE CEDEX,92931,Hauts-de-Seine,Ile-de-France,,mutuelle,,784669954,,,unknown,Sources: acpr_xlsx_2026.
,,,CCMO MUTUELLE,,,,6 AVENUE DU BEAUVAISIS  PAE DU HAUT-VILLE CS 50993,BEAUVAIS CEDEX,60014,Oise,Hauts-de-France,,mutuelle,,780508073,,,unknown,Sources: acpr_xlsx_2026.
,,,AUXIA,,,,21 RUE LAFFITTE,PARIS,75009,Paris,Ile-de-France,,assurance_mixte,,422088476,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE D’ACTION SOCIALE DU PERSONNEL DES FINANCES DU BAS-RHIN,,,,4 PLACE DE LA REPUBLIQUE    DRFIP,STRASBOURG,67000,Bas-Rhin,Grand Est,,mutuelle,,443411798,,,unknown,Sources: acpr_xlsx_2026.
,,,ACTA ASSURANCE,,,,2-4 RUE DU FOUR A CHAUX,LYON,69009,Rhone,Auvergne-Rhone-Alpes,,assurance_non_vie,,493466254,,,unknown,Sources: acpr_xlsx_2026.
,,,MCLR,,,,37 BOULEVARD VIVIER MERLE,LYON,69003,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,308708650,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTELIOS,,,,93 A RUE OBERKAMPF,PARIS CEDEX 11,75553,Paris,Ile-de-France,,mutuelle,,784492100,,,unknown,Sources: acpr_xlsx_2026.
,,,QBE INSURANCE (INTERNATIONAL) LIMITED,,,,110 ESPLANADE DU GENERAL DE GAULLE COEUR DEFENSE - TOUR A,LA DEFENSE CEDEX,92931,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,582051421,,,unknown,Sources: acpr_xlsx_2026.
,,,AESIO MUTUELLE,,,,4 RUE DU GENERAL FOY,PARIS,75008,Paris,Ile-de-France,,mutuelle,AESIO/AEMA,775627391,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU REMPART,,,,1 RUE D'AUSTERLITZ CS 27261,TOULOUSE CEDEX 6,31072,Haute-Garonne,Occitanie,,mutuelle,,776950537,,,unknown,Sources: acpr_xlsx_2026.
,,,MACIF SANTE PREVOYANCE,,,,1 RUE JACQUES VANDIER,NIORT,79000,Deux-Sevres,Nouvelle-Aquitaine,,mutuelle,AESIO/AEMA,779558501,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE INTERENTREPRISES DU PERSONNEL DE LA SECURITE SOCIALE DE LA REGION AUVERGNE,,,,5 RUE ENTRE LES DEUX VILLES IMMEUBLE CARSAT CEDEX 9,CLERMONT-FERRAND,63036,Puy-de-Dome,Auvergne-Rhone-Alpes,,mutuelle,,779209469,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE SAINT JUNIEN,,,,27  RUE LUCIEN DUMAS,SAINT JUNIEN,87200,Haute-Vienne,Nouvelle-Aquitaine,,mutuelle,,430270116,,,unknown,Sources: acpr_xlsx_2026.
,,,JURIDICA,,,,1 PLACE VICTORIEN SARDOU,MARLY LE ROI CEDEX,78166,Yvelines,Ile-de-France,,assurance_non_vie,,572079150,,,unknown,Sources: acpr_xlsx_2026.
,,,CNP CAUTION,,,,4 PROMENADE COEUR DE VILLE,ISSY LES MOULINEAUX,92130,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,383024098,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE LE RALLIEMENT,,,,10 RUE LITTRE,TOURS,37000,Indre-et-Loire,Centre-Val de Loire,,mutuelle,,302856240,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REUNIONNAISE DE PREVOYANCE,,,,2 BIS RUELLE PAVEE  BP 1071,SAINT DENIS CEDEX,97482,La Reunion,La Reunion,,institution_prevoyance,,397895202,,,unknown,Sources: acpr_xlsx_2026.
,,,CNP ASSURANCES PREVOYANCE,,,,4 PROMENADE COEUR DE VILLE,ISSY-LES-MOULINEAUX,92130,Hauts-de-Seine,Ile-de-France,,assurance_mixte,CNP Assurances,419901269,,,yes,Sources: acpr_xlsx_2026. CNP Assurances - large allocation aux titres structures dans le fonds general.
,,,CAISSE D ASSURANCE MUTUELLE DU BATIMENT ET DES TRAVAUX PUBLICS,,,,14 AVENUE DE L EUROPE ESPACE EUROPEEN DE L ENTREPRISE,SCHILTIGHEIM,67300,Bas-Rhin,Grand Est,,assurance_non_vie,,778847319,,,unknown,Sources: acpr_xlsx_2026.
,,,MFPRECAUTION,,,,28 rue Basfroi,PARIS,75011,Paris,Ile-de-France,,assurance_non_vie,,508400629,,,unknown,Sources: acpr_xlsx_2026.
,,,AFI ESCA IARD,,,,4 SQUARE DUTILLEUL,LILLE,59800,Nord,Hauts-de-France,,assurance_non_vie,,380138644,,,unknown,Sources: acpr_xlsx_2026.
,,,FRAGONARD ASSURANCES,,,,7 RUE DORA MAAR,SAINT-OUEN SUR SEINE,93400,Seine-Saint-Denis,Ile-de-France,,assurance_non_vie,,479065351,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCE MUTUELLE DES  FONCTIONNAIRES ET ASSIMILES DES COMPTABLES PUBLICS ET DES AGENTS COMPTABLES,,,,111 RUE DU CHATEAU DES RENTIERS,PARIS,75013,Paris,Ile-de-France,,assurance_non_vie,,784394397,,,unknown,Sources: acpr_xlsx_2026.
,,,ARPEGE PREVOYANCE,,,,143 AVENUE ARISTIDE BRIAND  BP 2439,MULHOUSE CEDEX,68067,Haut-Rhin,Grand Est,,institution_prevoyance,,315588376,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE BOISSIERE DU BTP,,,,38 RUE GUY DE MAUPASSANT,ROUEN,76000,Seine-Maritime,Normandie,,mutuelle,,781123245,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCES DU CREDIT MUTUEL IARD - Incendie - Accidents - Risques Divers - S.A.,,,,4 RUE FREDERIC-GUILLAUME RAIFFEISEN,STRASBOURG,67000,Bas-Rhin,Grand Est,,assurance_non_vie,,352406748,,,unknown,Sources: acpr_xlsx_2026.
,,,AXA SA,,,,25 AVENUE MATIGNON,PARIS,75008,Paris,Ile-de-France,,reassurance,,572093920,,,unknown,Sources: acpr_xlsx_2026.
,,,ENERGIE MUTUELLE,,,,66 AVENUE DU MAINE,PARIS,75014,Paris,Ile-de-France,,mutuelle,,419049499,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE L ILE DE LA CITE,,,,73 RUE BRILLAT SAVARIN,PARIS,75013,Paris,Ile-de-France,,mutuelle,,784238982,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES TRAVAILLEURS DES ENTREPRISES PRIVEES,,,,45 RUE CHARLES GOUNOD,SAINT DENIS (REUNION),97400,La Reunion,La Reunion,,mutuelle,,443413513,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE CHIRURGICALE ET COMPLEMENTAIRE DU PERSONNEL DE LA BANQUE DE FRANCE,,,,2 AVENUE PIERRE MENDES FRANCE,NOISIEL,77186,Seine-et-Marne,Ile-de-France,,mutuelle,,775657125,,,unknown,Sources: acpr_xlsx_2026.
,,,IRCEM MUTUELLE,,,,261 AVENUE DES NATIONS UNIES,ROUBAIX,59100,Nord,Hauts-de-France,,mutuelle,,438301186,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FAMILIALE DE L INDRE,,,,2 AVENUE ANDRE LE NOTRE  BP 294,CHATEAUROUX CEDEX,36006,Indre,Centre-Val de Loire,,mutuelle,,314357047,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLES DU PAYS HAUT,,,,10  AVENUE DE SAINTIGNON  CS 51418,LONGWY,54414,Meurthe-et-Moselle,Grand Est,,mutuelle,,783303209,,,unknown,Sources: acpr_xlsx_2026.
,,,MACSF PREVOYANCE,,,,10 RUE DE VALMY COURS DU TRIANGLE,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_vie,MACSF,784702375,,,yes,Sources: acpr_xlsx_2026. MACSF Prevoyance - exposition limitee.
,,,CCPMA PREVOYANCE,,,,21 RUE DE LA BIENFAISANCE,PARIS CEDEX 08,75382,Paris,Ile-de-France,,institution_prevoyance,,401679840,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCES MUTUELLES DE PICARDIE,,,,2 RUE DE L ILE MYSTERIEUSE,BOVES,80440,Somme,Hauts-de-France,,assurance_non_vie,,317142644,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE SAINT-CHRISTOPHE ASSURANCES,,,,277 RUE SAINT JACQUES,PARIS CEDEX 05,75256,Paris,Ile-de-France,,assurance_non_vie,,775662497,,,unknown,Sources: acpr_xlsx_2026.
,,,ACTE VIE,,,,14 AVENUE DE L EUROPE  ESPACE EUROPEEN DE L ENTREPRISE,SCHILTIGHEIM,67300,Bas-Rhin,Grand Est,,assurance_vie,,343030748,,,unknown,Sources: acpr_xlsx_2026.
,,,ANIPS,,,,IMMEUBLE WEST PARK 2 2 BOULEVARD PESARO,NANTERRE,92024,Hauts-de-Seine,Ile-de-France,,institution_prevoyance,,429351703,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE GENERALE DE L EDUCATION NATIONALE,,,,3 SQUARE MAX  HYMANS,PARIS CEDEX 15,75748,Paris,Ile-de-France,,mutuelle,,775685399,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES TRANSPORTS,,,,29 RUE PASTORELLI,NICE,06000,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,mutuelle,,324042621,,,unknown,Sources: acpr_xlsx_2026.
,,,IRP AUTO - IENA PREVOYANCE,,,,39 AVENUE D IENA,PARIS,75016,Paris,Ile-de-France,,institution_prevoyance,,450274303,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE GROUPE  LA DEPECHE DU MIDI COMPLEMENTAIRE SANTE,,,,AVENUE JEAN BAYLET,TOULOUSE,31100,Haute-Garonne,Occitanie,,mutuelle,,391322849,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCES DU CREDIT MUTUEL VIE,,,,4 rue FREDERIC-GUILLAUME RAIFFEISEN,STRASBOURG,67000,Bas-Rhin,Grand Est,,assurance_vie,,303528442,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTA SANTE - MUTUELLE ALSACIENNE POUR LA SANTE,,,,20B RUE DE CHEMNITZ,MULHOUSE,68200,Haut-Rhin,Grand Est,,mutuelle,,394152474,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE PREVOYANCE ET DE SANTE,,,,13 RUE DE LA MAIRIE,CHATILLON,92324,Hauts-de-Seine,Ile-de-France,,mutuelle,,432683787,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE SERVICE D ASSAINISSEMENT MARSEILLE METROPOLE (SERAMM),,,,35 BOULEVARD FREDERIC SAUVAGE BT LES CEDRES,MARSEILLE,13014,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,408731354,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE L ENSEIGNEMENT CATHOLIQUE DES COTES D ARMOR,,,,7 RUE JULES VERNE,SAINT BRIEUC,22000,Cotes-d'Armor,Bretagne,,mutuelle,,442671830,,,unknown,Sources: acpr_xlsx_2026.
,,,MATMUT VIE,,,,66 RUE DE SOTTEVILLE,ROUEN CEDEX 01,76030,Seine-Maritime,Normandie,,assurance_mixte,Matmut,344898358,,,yes,Sources: acpr_xlsx_2026. Matmut Vie - allocation moderee.
,,,SOCIETE MUTUALISTE GENERALE DE PREVOYANCE,,,,28 RUE FORTUNY,PARIS,75017,Paris,Ile-de-France,,mutuelle,,316710441,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE MIP L'ENTREPRISE SANTE,,,,107 RUE SAINT LAZARE CS 23203,PARIS,75009,Paris,Ile-de-France,,mutuelle,,775671902,,,unknown,Sources: acpr_xlsx_2026.
,,,VIASANTE MUTUELLE,,,,14-16 boulevard Malesherbes,PARIS,75008,Paris,Ile-de-France,,mutuelle,,777927120,,,unknown,Sources: acpr_xlsx_2026.
,,,ODYSSEY RE EUROPE,,,,15 RUE DU 4 SEPTEMBRE,PARIS,75002,Paris,Ile-de-France,,reassurance,,829949957,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE MEUSIENNE D ASSURANCES MUTUELLES,,,,22 RUE DU DOCTEUR NÈVE  BP 56,BAR LE DUC CEDEX,55001,Meuse,Grand Est,,assurance_non_vie,,311767305,,,unknown,Sources: acpr_xlsx_2026.
,,,L AUXILIAIRE,,,,20 RUE GARIBALDI,LYON,69006,Rhone,Auvergne-Rhone-Alpes,,assurance_non_vie,,775649056,,,unknown,Sources: acpr_xlsx_2026.
,,,525EME MUTUELLE D ENTREPRISES,,,,4 ET 5 PLACE STEVEN SPIELBERG CITE BERLIET - AVENUE C,SAINT PRIEST,69800,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,779926294,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES DU NORD-EST,,,,2 RUE LÉON-PATOUX  BP 1028,REIMS CEDEX 2,51686,Marne,Grand Est,,assurance_non_vie,,383987625,,,unknown,Sources: acpr_xlsx_2026.
